idoxatis;sku;nombre;stock;pvpventa;pvprecomendado;ean;visible;proveedor
24240912;266866;Plafon Narisa Schuller Ø46cm. Rosa/blanco/cromo;11;370,00;;8,43544E+12;1;SCHULLER
24240913;266822N;Plafon Narisa Schuller Ø46cm. Rosa/blanco/cromo;17;370,00;;8,43544E+12;1;SCHULLER
24240922;266369;Lampara Narisa Schuller - Rosa/blanco/cromo;26;264,00;;8,43544E+12;0;SCHULLER
24422974;569120;Espejo Aurora Schuller - Espejo rectangular pan de plata;37;365,00;;8,43544E+12;1;SCHULLER
24423304;593364;Espejo Aurora Schuller - Espejo redondo pan de plata;65;384,00;;8,43544E+12;1;SCHULLER
24423383;794172;Espejo Sphere Schuller - Espejo semiesferas cristal;26;374,00;;8,43544E+12;1;SCHULLER
24423389;490633;Espejo Love Schuller - Espejo bitono Love cristal;90;154,00;;8,43544E+12;1;SCHULLER
24427947;852508;Espejo Rizos Schuller - Espejo marco rizos cristal;21;370,00;;8,43544E+12;1;SCHULLER
24455228;654522;Lampara Aqua Schuller - Lampara lineal 3 colgantes;8;317,00;;8,43544E+12;1;SCHULLER
24455317;654639;Lampara Aqua Schuller - Lampara redonda 3 colgantes;42;350,00;;8,43544E+12;1;SCHULLER
24459317;29-E07/178;Espejo Roma Schuller - 178x80;69;528,00;;8,43544E+12;1;SCHULLER
24459414;195627;Espejo Elisa Schuller - Marco espejos 105x74;37;178,00;;8,43544E+12;1;SCHULLER
24459503;287506;Espejo Nácar Schuller - Espejo 120x80 marco nacar;24;283,00;;8,43544E+12;1;SCHULLER
24472638;924713;Espejo Avenue Schuller - Marco Espejo 80x120;75;211,00;;8,43544E+12;1;SCHULLER
24590099;783753;Lámpara Rocio Schuller - 3 Colgantes cromo LED;49;240,00;;8,43544E+12;1;SCHULLER
26018694;783618;Lámpara Rocio Schuller - Lineal 5 luces Cromo LED;40;389,00;;8,43544E+12;1;SCHULLER
27088376;124011;Plafon Quios Schuller - Ø46cm. blanco LED.;26;192,00;;8,43544E+12;1;SCHULLER
27088512;E-568581;Lampara Anastasia Schuller - colgante Ø 50cm. LED;2;242,00;274;8,43544E+12;1;SCHULLER
27088519;568672;Lampara Anastasia Schuller - 3 colgantes Ø 62cm. LED;24;442,00;;8,43544E+12;1;SCHULLER
27095467;625211;Lampara Flavia Schuller - Lineal 4 bolas LED;10;235,00;;8,43544E+12;1;SCHULLER
27095708;625432;Lampara Flavia Schuller - colgante cromo bola LED;24;67,00;;8,43544E+12;1;SCHULLER
27095746;625654;Plafon Flavia Schuller - Lampara 4 luces bola LED;5;206,00;;8,43544E+12;1;SCHULLER
27095770;625769;Aplique Flavia Schuller - Cromo bola LED;14;67,00;;8,43544E+12;1;SCHULLER
27103211;793091;Lampara Sphere Schuller - colores 9 bolas LED;20;658,00;;8,43544E+12;1;SCHULLER
27103283;793258;Colgante Sphere Schuller 14 bolas colores LED;23;1018,00;;8,43544E+12;1;SCHULLER
27590332;793429;Colgante Sphere Schuller - Ø 12cm tono laton;58;101,00;;8,43544E+12;1;SCHULLER
27590344;793534;Lampara Sphere Schuller - 5 colgantes colores LED;37;389,00;;8,43544E+12;1;SCHULLER
27590450;793659;Lampara Sphere Schuller - 4 colgantes colores LED;16;336,00;;8,43544E+12;1;SCHULLER
27590517;794017;Plafon Sphere Schuller - Lampara 3 Bolas cromo LED;8;211,00;;8,43544E+12;1;SCHULLER
27590758;794025;Plafon Sphere Schuller - Lampara 3 Bolas multicolor LED;14;226,00;;8,43544E+12;1;SCHULLER
27590815;794496;Sobremesa Sphere Schuller - Ø12cm Tono laton Luz LED;44;96,00;;8,43544E+12;1;SCHULLER
27590957;794539;Sobremesa Sphere Schuller - Ø20cm Tono laton Luz LED;48;202,00;;8,43544E+12;1;SCHULLER
27591646;507939D;Plafon Argos Schuller - Plafon Ø40cm espejo Argos - con mando;121;312,00;;8,43544E+12;1;SCHULLER
27591647;507939;Plafon Argos Schuller - Plafon Ø40cm espejo Argos;118;254,00;;8,43544E+12;1;SCHULLER
27763561;793269D;Lampara Sphere Schuller - 14 Colgantes cromo LED dimable;18;1027,00;;8,43544E+12;1;SCHULLER
27763562;793269;Lampara Sphere Schuller - 14 Colgantes cromo LED dimable;17;979,00;;8,43544E+12;1;SCHULLER
30534264;373091;Colgante Varas Schuller - acabado Oro 1 luz LED;42;72,00;;;1;SCHULLER
30534688;373084;Colgante Varas Schuller - acabado cromo 1 luz LED;0;67,00;;;1;SCHULLER
30534988;373075;Colgante Varas Schuller - acabado blanco 1 luz LED;98;53,00;;;1;SCHULLER
30535105;373067;Colgante Varas Schuller - acabado negro mate 1 luz LED;-3;53,00;;;1;SCHULLER
30537220;373579;Sobremesa Varas Schuller - Negro mate y oro 2 Luces LED;0;110,00;;;1;SCHULLER
30537227;373581;Sobremesa Varas Schuller - Blanco mate y cromo 2 Luces LED;48;110,00;;;1;SCHULLER
30537237;373599;Sobremesa Varas Schuller - Blanco mate y oro 2 Luces LED;247;120,00;;;1;SCHULLER
30537241;373614;Lámpara de pie Varas Schuller - Blanco mate y oro 2 Luces LED;66;192,00;;;1;SCHULLER
30537244;373629;Lámpara de pie Varas Schuller - Blanco mate y cromo 2 Luces LED;14;187,00;;;1;SCHULLER
30537247;373685;Lámpara de pie Varas Schuller - Negro mate y oro 2 Luces LED;0;182,00;;;1;SCHULLER
30537258;786716;Lampara Colette Schuller - Oro Rosado 60cm Ø.  Luz LED;24;278,00;;;1;SCHULLER
30537270;786831;Lampara Colette Schuller - Cromo 60cm Ø.  Luz LED;0;293,00;;;1;SCHULLER
30538749;373378D;Lampara Varas Schuller -  Blanco y cromo 11 luces LED - Con Mando;18;451,00;;;1;SCHULLER
30538750;373378;Lampara Varas Schuller -  Blanco y cromo 11 luces LED - Con Mando;15;403,00;;;1;SCHULLER
30538823;373437D;Lampara Varas Schuller - Blanco y oro 14 luces LED - Con Mando ;25;629,00;;;1;SCHULLER
30538824;373437;Lampara Varas Schuller - Blanco y oro 14 luces LED;24;581,00;;;1;SCHULLER
30538832;373142D;Lampara Varas Schuller -  Negro mate y oro 5 Luces LED Con Mando;5;288,00;;;1;SCHULLER
30538833;373142;Lampara Varas Schuller -  Negro mate y oro 5 Luces LED;5;240,00;;;1;SCHULLER
30538861;373416D;Lampara Varas Schuller -  Blanco y cromo 14 luces LED Con Mando;29;586,00;;;1;SCHULLER
30538862;373416;Lampara Varas Schuller -  Blanco y cromo 14 luces LED;28;538,00;;;1;SCHULLER
30538873;373123D;Lampara Varas Schuller - Blanco mate y cromo 5 Luces LED Con Mando;88;259,00;;;1;SCHULLER
30538874;373123;Lampara Varas Schuller - Blanco mate y cromo 5 Luces LED;88;211,00;;;1;SCHULLER
30538892;373101D;Lampara Varas Schuller - Blanco mate y oro 5 Luces LED Con Mando;101;288,00;;;1;SCHULLER
30538893;373101;Lampara Varas Schuller - Blanco mate y oro 5 Luces LED;101;240,00;;;1;SCHULLER
30538901;373261D;Lampara Varas Schuller -  Blanco y cromo 9 Luces LED Con Mando;39;398,00;;;1;SCHULLER
30538902;373261;Lampara Varas Schuller -  Blanco y cromo 9 Luces LED;39;350,00;;;1;SCHULLER
30538939;373342D;Lampara Varas Schuller -  Blanco y oro 11 luces LED Con Mando;41;475,00;;;1;SCHULLER
30538940;373342;Lampara Varas Schuller -  Blanco y oro 11 luces LED;40;432,00;;;1;SCHULLER
30538954;373250D;Lampara Varas Schuller -  Blanco y oro 9 Luces LED Con Mando;19;427,00;;;1;SCHULLER
30538955;373250;Lampara Varas Schuller -  Blanco y oro 9 Luces LED;18;379,00;;;1;SCHULLER
30549946;377485;Lámpara colgante Lipse Schuller -  cromo 7L. LED.;39;230,00;;;1;SCHULLER
30550104;377523;Lámpara colgante Lipse Schuller - acabado cromo 5L. LED.;45;192,00;;;1;SCHULLER
30550229;377934;Lámpara espiral Lipse Schuller - 9L. LED.;57;317,00;;;1;SCHULLER
30550304;377101;Lámpara colgante Lipse Schuller - acabado cromo 1L. LED.;41;48,00;;;1;SCHULLER
30550401;773421;Lámpara colgante Elie Schuller - acabado cromo 4L. LED.;20;254,00;;;1;SCHULLER
30551319;773572;Lámpara colgante Elie Schuller - acabado cromo 5L. LED.;30;312,00;;;1;SCHULLER
30551360;394460;Lámpara colgante Taccia Schuller - acabado cromo 4L. LED.;12;221,00;;;1;SCHULLER
30556690;394318;Lámpara colgante Taccia Schuller - acabado cromo 1L. LED.;10;82,00;;;1;SCHULLER
30556744;394529;Lámpara colgante Taccia Schuller -  6 colgantes. LED.;10;331,00;;;1;SCHULLER
30556797;394647;Lámpara colgante Taccia Schuller - 38cm Ø. 6L. LED.;10;298,00;;;1;SCHULLER
30561181;345381;Lámpara colgante Izar Schuller - negro cromo 4L. LED.;10;235,00;;;1;SCHULLER
30561274;584214;Lámpara colgante Nebula Schuller - 4 luces LED. Cromo;9;254,00;;;1;SCHULLER
30561288;584102;Lámpara colgante Nebula Schuller - 1 luz LED. Cromo;10;86,00;;;1;SCHULLER
30569922;281483;Plafon Laris Schuller - acabado cromo  43cm. Ø. luz LED;98;259,00;;;1;SCHULLER
30570084;281096;Aplique pared Laris Schuller - acabado cromo  luz LED;98;134,00;;;1;SCHULLER
30570173;584659;Aplique pared Nebula Schuller - 1 luz LED. Cromo;10;82,00;;;1;SCHULLER
30570330;493826;Lámpara sobremesa Nebula Schuller - 1 luz LED. Cromo;10;91,00;;;1;SCHULLER
30570342;345509D;Lámpara colgante Altais Schuller - negro cromo 9L. LED. Con Mando;10;418,00;;;1;SCHULLER
30570343;345509;Lámpara colgante Altais Schuller - negro cromo 9L. LED.;10;365,00;;;1;SCHULLER
30570354;346810;Lámpara regleta Adame Schuller - negro y oro 3L. LED;98;158,00;;8,43544E+12;1;SCHULLER
30570360;346028;Lámpara colgante Adame Schuller - Blanco y plata 1L. LED;98;48,00;;8,43544E+12;1;SCHULLER
30570375;346766;Lámpara colgante Adame Schuller - Blanco y plata 3L. LED;98;158,00;;8,43544E+12;1;SCHULLER
30570392;584438D;Lámpara colgante Nebula Schuller - 5 luces LED. Cromo;10;365,00;;;1;SCHULLER
30570393;584438;Lámpara colgante Nebula Schuller - 5 luces LED. Cromo;10;298,00;;;1;SCHULLER
30570412;346011;Lámpara colgante Adame Schuller - Negro y oro 1L. LED;98;48,00;;8,43544E+12;1;SCHULLER
30570422;584541D;Lámpara colgante Nebula Schuller - 12 luces LED. Cromo;10;830,00;;;1;SCHULLER
30570423;584541;Lámpara colgante Nebula Schuller - 12 luces LED. Cromo;10;749,00;;;1;SCHULLER
30570434;346109;Lámpara de pie Adame Schuller - Negro y oro 1L. LED;98;96,00;;8,43544E+12;1;SCHULLER
30570438;346115;Lámpara de pie Adame Schuller - Blanco y plata 1L. LED;98;96,00;;8,43544E+12;1;SCHULLER
30570444;346246;Lámpara de pie Adame Schuller - Blanco y plata 3L. LED;98;221,00;;8,43544E+12;1;SCHULLER
30570449;346230;Lámpara de pie Adame Schuller - Negro y oro 3L. LED;98;221,00;;8,43544E+12;1;SCHULLER
30570451;346357;Sobremesa Flexo Adame Schuller - Negro y oro 1L. LED;98;96,00;;8,43544E+12;1;SCHULLER
30571252;346382;Sobremesa Flexo Adame Schuller - Blanco y oro 1L. LED;98;96,00;;8,43544E+12;1;SCHULLER
30571271;346573;Aplique pared Adame Schuller - Negro y oro 1L. LED;98;48,00;;8,43544E+12;1;SCHULLER
30571280;346596;Aplique pared Adame Schuller - blanco y plata 1L. LED;98;48,00;;8,43544E+12;1;SCHULLER
30571281;281275D;Colgante Laris Schuller - acabado cromo  62cm. Ø. luz LED;10;418,00;;;1;SCHULLER
30571282;281275;Colgante Laris Schuller - acabado cromo  62cm. Ø. luz LED;10;370,00;;;1;SCHULLER
30571295;281360D;Colgante Laris Schuller - acabado cromo  82cm. Ø. luz LED;10;773,00;;;1;SCHULLER
30571296;281360;Colgante Laris Schuller - acabado cromo  82cm. Ø. luz LED;10;725,00;;;1;SCHULLER
30571349;753321;Lámpara Limus Schuller - acero inoxidable pulido luz LED;20;917,00;;;1;SCHULLER
30571371;346724;Lámpara colgante Adame Schuller - Negro y oro 3L. LED;98;158,00;;8,43544E+12;1;SCHULLER
30571374;753319;Lámpara colgante Limus Schuller - baño dorado  luz LED;20;1008,00;;;1;SCHULLER
30571397;495872;Lámpara Cuadros Schuller - acabado cromo brillo luz LED;19;346,00;;8,43544E+12;1;SCHULLER
30571401;495703;Lámpara Cuadros Schuller - acabado cromo brillo luz LED;20;230,00;;8,43544E+12;1;SCHULLER
30572300;785194;Lámpara Plafon Quasar Schuller - Con mando 45cm Ø LED;98;139,00;;8,43544E+12;1;SCHULLER
30572307;785263;Lámpara Plafon Quasar Schuller - Con mando 80cm Ø LED;98;230,00;;8,43544E+12;1;SCHULLER
30572308;673699;Lámpara Plafon Quasar Schuller - Con mando 80cm Ø LED;98;139,00;;8,43544E+12;1;SCHULLER
30586523;853804;Cuadro Geisha Schuller - Cuadro fotografía impresa Geisha;42;202,00;;;1;SCHULLER
30586638;880138;Cuadro Colores Schuller - Cuadro fotografía impresa Colores;42;158,00;;;1;SCHULLER
30586650;921688;Cuadro Simbiosis Schuller - Cuadro fotografía impresa ;42;158,00;;;1;SCHULLER
30586663;861298;Cuadro Quebrada Schuller - Cuadro fotografía impresa ;42;158,00;;;1;SCHULLER
30586667;899925;Cuadro Comic Schuller - Cuadro fotografía impresa Comic;42;158,00;;;1;SCHULLER
30586674;826198;Cuadro Marea Baja Schuller - Cuadro fotografía impresa ;42;158,00;;;1;SCHULLER
30586691;775922;Cuadro The Empire State Schuller - Cuadro fotografía impresa ;42;158,00;;;1;SCHULLER
30593947;729040;Cuadro Rascacielos Schuller - Cuadro fotografía impresa ;42;158,00;;;1;SCHULLER
30593984;819374;Cuadro Gotica Schuller - Cuadro fotografía impresa Gotica;42;158,00;;;1;SCHULLER
30594018;978153;Cuadro Oronegro Schuller - Cuadro fotografía impresa ;42;139,00;;;1;SCHULLER
30594062;748472;Cuadro Mujer Dorada Schuller - Cuadro fotografía impresa ;42;235,00;;;1;SCHULLER
30594075;978245;Cuadro Ébano Schuller - Cuadro fotografía impresa Ebano;42;158,00;;;1;SCHULLER
30594124;770916;Cuadro Streets Schuller - Cuadro pintura acrilica Schuller;42;197,00;;;1;SCHULLER
30594140;316704;Cuadro Vesta Schuller - Lienzo impreso Vesta de  Schuller;42;235,00;;;0;SCHULLER
30594150;316918;Cuadro Talía Schuller - Lienzo impreso Talía de  Schuller;42;235,00;;;0;SCHULLER
