Reference;Configuration;Price;Discount;Minimum Price ES;Minimum Price EN;Level 1;Level 2;Collection;Item name;Description;Configuration name;English name;English description;French name;French description;Italian name;Italian description;Portuguese name;Portuguese Description;Image name;assembly instructions;Stock;Date;EAN;Width;Height;depth;Dimension;Minimun Height;maximum height;Price in dollars;;Weight;Volume packaging ;"Sizes of carton No.1; width";"Sizes of carton No.1; height";"Sizes of carton No.1; depth";Packaging weight 1:;"Sizes of carton No.2; width";"Sizes of carton No.2; height";"Sizes of carton No.2; depth";Packaging weight 2:;"Sizes of carton No.3; width";"Sizes of carton No.3; height";"Sizes of carton No.4; depth";Packaging weight 3:;"Sizes of carton No.4; width";"Sizes of carton No.4; height";"Sizes of carton No.4; depth";Packaging weight 4:;Energy class:;IP;Electric class:;Power:;Voltage:;Frecuency:;Lumen:;Dimmable:;regulation;OUTPUT POWER;POWER INTENSITY;Colour temperature:;Average lifespan:;Power factor:;CRI;Lampholder bulb1;Quantity of light bulb1;bulbs included;Power bulb1;Voltage Bulb1;Frecuency Bulb1;Lumen bulb1;Colour temperature Bulb1;Averge lifespan bulb1;Power factor bulb1;CRI bulb1;Lampholder bulb2;Quantity of light bulb2;Power bulb2;Voltage Bulb2;Frecuency Bulb2;Lumen bulb2;Colour temperature Bulb2;Averge lifespan bulb2;Power factor bulb2;CRI bulb2;Material;Finish;Assembling time by customer:;"Sizes of the Shade/glass shade; width";"Sizes of the Shade/glass shade; height";"Sizes of the Shade/glass shade; depth";"Sizes of the Shade/glass shade; diameter";"Sizes of the canopy; width";"Sizes of the canopy; height";"Sizes of the canopy; depth";"Sizes of the canopy; depth";Cable colour;Size of the mirror plate,width:;Size of the mirror plate,high:;Width of the frame;Top thickness;Extendable table?;seat height:;seat width:;seat depth;back width:;back height;Material:;removable cover;adjustable;Only UK plug
275836;;1.398,00;0;2.237;2.447;2;3;Arcadia;MESA DE CENTRO ·ARCADIA· 135;Mesa de centro o banco, realizada en acero inoxidable pulido.;;·ARCADIA· COFFEE TABLE, 135;Coffee table or bench, made of polished stainless steel.;TABLE BASSE ·ARCADIA· 135;Table basse ou banc, réalisée en acier inoxydable poli.;TAVOLINO ·ARCADIA· 135;Tavolino da salotto o panca in acciaio inossidabile levigato.;MESA DE CENTRO ·ARCADIA· 135;Mesa de centro ou banco, feita em aço inoxidável polido.;275836.jpg;;2;20/03/2020;8,44E+12;133;38;80;0;0;0;958;0;57;0,656;93;147;48;73;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Acero inoxidable;Pulido;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
281096;;84;0;134;147;1;3;Laris;APLIQUE LED ·LARIS· CROMO;Lámpara de pared LED, realizada en metal acabado cromo y blaco mate. Difusor acrílico opal. 15,5W LED. 431lm. 3.000 K.;;·LARIS· LED WALL LAMP, CHROME;LED wall lamp, made of metal, chrome and matt white finish. Opal acrylic diffuser. 15.5W LED. 431 lm. 3,000 K.;APPLIQUE LED ·LARIS· CHROME;Applique murale LED, réalisée en métal finition chrome et blanc mat. Diffuseur acrylique opale. 15,5W LED. 431lm. 3.000 K.;APPLIQUE LED ·LARIS· CROMO;Applique a luce LED in metallo cromato e bianco opaco. Diffusore acrilico opalescente. 15,5W LED. 431 lumen. 3.000K.;APLIQUE LED ·LARIS· CRÓMIO;Candeeiro de parede LED realizado em metal acabamento crómio e branco mate. Difusor acrílico opalino. 15,5W LED. 431lm. 3 000 K.;281096.jpg;281096.pdf;41;29/02/2020;8,44E+12;0;0;6;23;0;0;45;0;0,85;0,012;30;13;30;1;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;15,5W;100/240 V;50/60 Hz;431;SI;;0;0;3.000;30.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, acrílico.;Cromo, blanco, opal.;0;0;2;0;23;0;3;0;10;;0;0;0;0;;0;0;0;0;0;;;;No
281275;;231;0;370;404;1;1;Laris;LÁMPARA LED·LARIS·62Ø CROMO;Lámpara  LED, realizada en metal acabado cromo y blaco mate. Regulable en altura. Difusor acrílico opal. 29,7W LED,  871 lm, 3.000 K. DIMABLE.;;·LARIS· LED LAMP Ø62, CHROME;LED lamp, made of metal, chrome and matt white finish. Adjustable in length. Opal acrylic diffuser. 28W LED. 1600lm. 3000 K. DIMMABLE.;LAMPE LED·LARIS·62Ø CHROME;Lampe LED, réalisée en métal, finition chrome et blanc mat. Réglable en hauteur. Diffuseur acrylique opale. 29,7W LED,  871 lm, 3.000 K. DIMMABLE.;LAMP. SOSP. LED·LARIS·62ØCROMO;Lampada a sospensione, regolabile in altezza, a luce LED in metallo cromato e bianco opaco. Diffusore acrilico opalescente. 29,7W LED. 871 lumen. 3.000K. DIMMERABILE.;CANDEEIRO LED·LARIS·62Ø CRÓMIO;Candeeiro LED realizado em metal acabamento crómio e branco mate. Regulável em altura. Difusor acrílico opalino. 29,7W LED,  871 lm, 3.000 K. REGULÁVEL.;281275.jpg;281275, 281360.pdf;79;20/06/2020;8,44E+12;0;2;0;62;45;120;126;0;3,58;0,066;71;13;71;5;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;29,7W;100/265 V;50/60 Hz;871;SI;;0;0;3.000;30.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, acrílico.;Cromo, blanco, opal.;0;0;0;0;0;0;5;0;21;;0;0;0;0;;0;0;0;0;0;;;;No
281275D;;261;0;418;457;1;1;Laris;LÁMP.LED ·LARIS·62Ø CR.DIMABLE;Lámpara  LED, realizada en metal acabado cromo y blaco mate. Regulable en altura. Difusor acrílico opal. 28W LED. 1.600 lm. 3.000 K. DIMABLE. Incluye mando a distancia.;;·LARIS· LED LAMP Ø62, CHROME, DIMMABLE;LED lamp, made of metal, chorme and matt white finish. Adjustable in length. Opal acrylic diffuser. 29,7W LED. 871 lm. 3000 K. DIMMABLE. Remote control included.;LAMPE LED·LARIS·62ØCR.DIMMABLE;Lampe LED, réalisée en métal finition chrome et blanc mat. Réglable en hauteur. Diffuseur acrylique opale. 28W LED. 1.600 lm. 3.000 K. DIMMABLE. Inclut télécommande.;L.SOSP.LED·LARIS· 62ØCR. DIMM.;Lampada a sospensione a luce LED in metallo cromato e bianco opaco. Regolabile in altezza. Diffusore acrilico opalescente. 28W LED. 1.600 lumen. 3.000K. DIMMERABILE. Si fornisce con telecomando.;CAND.LED·LARIS·62ØCR.REGULÁVEL;Candeeiro LED realizado em metal acabamento crómio e branco mate. Regulável em altura. Difusor acrílico opalino. 28W LED. 1 600 lm. 3000 K. REGULÁVEL. Inclui comando à distância.;281275D.jpg;281275D, 281360D.pdf;0;22/03/2020;8,44E+12;0;55;0;62;45;120;0;0;3,58;0,066;71;13;71;5;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;29,7W;110/220 V;50/60 Hz;871;SI;CONTROL RE;0;0;3.000;30.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal y acrílico;Cromo, blanco y opal.;0;0;0;0;0;0;5;0;21;;0;0;0;0;;0;0;0;0;0;;;;No
281360;;453;0;725;793;1;1;Laris;LÁMPARA LED·LARIS·82Ø CROMO;Lámpara grande LED, realizada en metal acabado cromo y blaco mate. Regulable en altura. Difusor acrílico opal. 62,6W LED, 1.454 lm,  3.000 K. DIMABLE.;;·LARIS· LED LAMP Ø82, CHROME;LED large lamp, made of metal, chrome and matt white finish. Adjustable in length. Opal acrylic diffuser. 62,6W LED. 1454lm. 3000 K. DIMMABLE.;LAMPE LED·LARIS·82Ø CHROME;Grande Lampe LED, réalisée en métal, finition chrome et blanc mat. Réglable en hauteur. Diffuseur acrylique opale. 62,6W LED, 1.454 lm,  3.000 K. DIMMABLE.;LAMP. SOSP. LED·LARIS·82ØCROMO;Lampada a sospensione di grandi dimensioni, regolabile in altezza, a luce LED in metallo cromato e bianco opaco. Diffusore acrilico opalescente. 62,6W LED. 1.454 lumen. 3.000K. DIMMERABILE.;CANDEEIRO LED·LARIS·82Ø CRÓMIO;Candeeiro grande LED realizado em metal acabamento crómio e branco mate. Regulável em altura. Difusor acrílico opalino. 62,6W LED, 1.454 lm,  3.000 K. REGULÁVEL.;281360.jpg;281275, 281360.pdf;74;;8,44E+12;0;2;0;82;60;125;254;0;7,5;0,116;91;91;14;11;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;62,6W;100/265 V;50/60 Hz;1.454;SI;;0;0;3.000;30.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, acrílico.;Cromo, blanco, opal.;0;0;2;0;82;0;5;0;23;;0;0;0;0;;0;0;0;0;0;;;;No
281360D;;483;0;773;845;1;1;Laris;LAMP.LED ·LARIS·82Ø CR.DIMABLE;Lámpara grande LED, realizada en metal acabado cromo y blaco mate. Regulable en altura. Difusor acrílico opal. 65,6W LED. 3.150 lm. 3.000 K. DIMABLE. Incluye mando a distancia.;;·LARIS· LED DIMMABLE LAMP Ø82, CHROME;Large LED lamp, made of metal, chrome and matt white finish. Adjustable in length. Opal acrylic diffuser. 62,6W LED. 1454 lm. 3000 K. DIMMABLE. Remote control included.;LAMPE LED·LARIS·82ØCR.DIMMABLE;Grande lampe LED, réalisée en métal finition chrome et blanc mat. Réglable en hauteur. Diffuseur acrylique opale. 65,6W LED. 3.150 lm. 3.000 K. DIMMABLE. Inclut télécommande.;L.SOSP.LED·LARIS· 82ØCR. DIMM.;Lampada a sospensione a luce LED, di grandi dimensioni, in metallo cromato e bianco opaco. Regolabile in altezza. Diffusore acrilico opalescente. 65,6W LED. 3.150 lumen. 3.000K. DIMMERABILE. Si fornisce con telecomando.;CAND.LED·LARIS·82ØCR.REGULÁVEL;Candeeiro grande LED realizado em metal acabamento crómio e branco mate. Regulável em altura. Difusor acrílico opalino. 65,6W LED. 3.150 lm. 3000 K. REGULÁVEL. Inclui comando à distância.;281360D.jpg;281275D, 281360D.pdf;0;22/03/2020;8,44E+12;0;75;0;82;55;125;0;0;7,3;0,11;92;92;13;10;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;62,6W;110/220 V;50/60 Hz;1.454;SI;CONTROL RE;0;0;3.000;30.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal y acrílico;Cromo, blanco y opal;0;0;0;0;0;0;5;0;23;;0;0;0;0;;0;0;0;0;0;;;;No
281483;;162;0;259;284;1;2;Laris;PLAFÓN LED·LARIS·43Ø CROMO;Plafón de techo  LED, realizado en metal acabado cromo y blaco mate. Difusor acrílico opal. 19,4W LED, 891 lm,  3.000 K.;;·LARIS· LED CEILING LAMP Ø43, CHROME;LED ceiling lamp, made of metal, chrome and matt white finish. Opal acrylic diffuser. 19.4W LED. 891lm. 3000 K.;PLAFONNIER LED·LARIS·43ØCHROME;Plafonnier LED, réalisé en métal, finition chrome et blanc mat. Diffuseur acrylique opale. 19,4W LED, 1.200 lm, 3.000 K.;PLAFONIERA LED·LARIS· 43ØCROMO;Plafoniera a luce LED in metallo cromato e bianco opaco. Diffusore acrilico opalescente. 19,4W LED. 1.200 lumen. 3.000K.;TETO LED·LARIS·43Ø CRÓMIO;Candeeiro de teto LED realizado em metal acabamento crómio e branco mate. Difusor acrílico opalino. 19,4W LED, 1.200 lm,  3.000 K.;281483.jpg;281483.pdf;95;;8,44E+12;0;7;0;43;0;0;84;0;1,7;0,038;50;15;50;3;0;0;0;0;0;0;0;0;0;0;0;0;;;Class 1;19,4W;110/220 V;50/60 Hz;891;SI;;0;0;3.000;30.000;1;80;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Metal, acrílico.;Cromo, blanco, opal.;0;0;2;0;43;0;4;0;14;;0;0;0;0;;0;0;0;0;0;;;;No
287506;;177;0;283;310;4;1;Nácar;ESPEJO ·NACAR· 80x120;Espejo rectangular con luna central biselada.  Marco realizado con espejos biselados y tiras de nácar. Trasera de DM acabado en color negro. Preparado para colgar en posición horizontal o vertical.;;·NACAR· MIRROR, 80x120;Rectangular mirror with central beveled mirror. Frame made with beveled mirrors and nacre stripes. MDF black back. Ready to hang in horizontal or vertical position.;MIROIR ·NACAR· 80x120;Miroir rectangulaire avec glace centrale biseautée.  Cadre réalisé avec glaces biseautées et bandes de nacre. Dos en DM finition en couleur noire. Préparé pour suspendre en position horizontale et verticale.;SPECCHIO ·NACAR· 80X120;Specchio rettangolare a superficie centrale bisellata. Cornice realizzata con specchi bisellati e strisce di madreperla. Parte posteriore in fibra color nero. Possibilità di collocazione in posizione orizzontale o verticale.;ESPELHO ·NACAR· 80x120;Espelho retangular com lua central biselada.  Moldura realizada com espelhos biselados e tiras de nácar. Traseira de DM acabamento em cor preta. Preparado para pendurar em posição horizontal ou vertical.;287506.jpg;;13;29/02/2020;8,44E+12;80;120;2;0;0;0;0;0;18,1;0,161;93;133;13;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
287693;;174;0;278;305;4;1;Nácar II;ESPEJO ·NACAR II· 80X120;Espejo rectangular con luna central biselada. Marco realizado con piezas de nácar. Trasera de DM acabado en color negro. Preparado para colgar en posición horizontal o vertical.;;·NACAR II· MIRROR, 80x120;Rectangular mirror with beveled central mirror. Frame made with nacre pieces. MDF back finished in black colour. Ready to hang in horizontal or vertical position.;MIROIR ·NACAR II· 80X120;Miroir rectangulaire avec glace centrale biseautée. Cadre réalisé avec pièces de nacre. Dos en DM finition en noir. Préparé pour être suspendu en position horizontale ou verticale.;SPECCHIO ·NACAR II· 80X120;Specchio rettangolare a superficie centrale bisellata. Cornice con parti in madreperla. Parte posteriore in fibra color nero. Possibilità di collocazione in posizione orizzontale o verticale.;ESPELHO ·NACAR II· 80X120;Espelho retangular com lua central biselada. Moldura realizada com peças de nácar. Traseira de DM acabamento em cor preta. Preparado para pendurar em posição horizontal ou vertical.;287693.jpg;;4;17/04/2020;8,44E+12;80;120;2;0;0;0;0;0;15,5;0,091;89;129;8;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, nacar, DM.;Espejo, negro.;0;0;0;0;0;0;0;0;0;;50;90;15;0;;0;0;0;0;0;;;;No
287753;;222;0;355;389;2;3;Aros;MESA AUX.·AROS· ACERO Ø45;Mesita auxiliar redonda, realizada en acero acabado  brillo. Tapa y estante inferior de espejo de 6 mm.;;·AROS· SIDE TABLE, STEEL Ø45;Round side table, made of steel, bright finish. Top and lower shelf of mirror of 6 mm.;TABLE AUX.·AROS· ACIER Ø45;Table auxiliaire ronde, réalisée en acier finition brillante. Dessus et étagère inférieure en glace de 6 mm.;TAVOLINO ·AROS· ACCIAIO Ø45;Tavolino ausiliare rotondo, in acciaio brillantato. Superficie e base a specchio da 6 mm.;MESA AUX.·AROS· AÇO Ø45;Mesinha auxiliar redonda, realizada em aço acabamento brilho. Tampo e estante inferior de espelho de 6 mm.;287753.jpg;;78;;8,44E+12;0;65;0;45;0;0;106;0;6,4;0,164;48;71;48;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Acero, cristal.;Brillo, espejo;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
287760;;252;0;403;441;2;3;Aros;MESA AUX.·AROS· ORO Ø45;Mesita auxiliar redonda, realizada en acero acabado oro brillo. Tapa y estante inferior de espejo de 6 mm.;;·AROS· SIDE TABLE, GOLDEN Ø45;Round side table, made of steel, bright golden finish. Top and lower shelf of mirror of 6 mm.;TABLE AUX.·AROS· OR Ø45;Table auxiliaire ronde, réalisée en acier finition or brillant. Dessus et étagère inférieure en glace de 6 mm.;TAVOLINO ·AROS· ORO Ø45;Tavolino ausiliare rotondo, in acciaio dorato e brillantato. Superficie e base a specchio da 6 mm.;MESA AUX.·AROS· DOURADO Ø45;Mesinha auxiliar redonda, realizada em aço acabamento dourado brilho. Tampo e estante inferior de espelho de 6 mm.;287760.jpg;;16;29/02/2020;8,44E+12;0;65;0;45;0;0;129;0;6,4;0,164;48;71;48;8;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Acero, cristal.;Oro brillo, espejo.;0;0;0;0;0;0;0;0;0;;0;0;0;0;;0;0;0;0;0;;;;No
29-E07/150;;189;0;302;331;4;1;Roma;ESPEJO ·ROMA· 150x50;Espejo realizado con lunas biseladas. Trasera en DM acabado en color negro. Luna interior biselada. Preparado para colgar en posición horizontal o vertical.;;·ROMA· MIRROR, 150x50;Mirror made with beveled mirror plates. Back of MDF finished in black colour. Ready to hang in vertical or horizontal position. Central mirror plate beveled.;MIROIR ·ROMA· 150x50;Miroir fait avec des glaces biseautées. Dos en MDF finition couleur noire. Préparé pour être suspendu en position horizontale ou verticale. Miroir intérieur biseauté.;SPECCHIO ·ROMA· 150x50;Specchio a superfici bisellate.  Parte posteriore in fibra color nero. Collocabile in posizione orizzontale o verticale. Superficie centrale bisellata.;ESPELHO ·ROMA· 150x50;Espelho realizado com luas biseladas. Traseira em DM acabamento em cor preta. Lua interior biselada. Preparado para pendurar em posição horizontal ou vertical.;29-E07150.jpg;;55;29/02/2020;8,44E+12;150;50;4;0;0;0;81;0;18;0,197;170;68;17;28;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata, lacado negro;0;0;0;0;0;0;0;0;0;;131;31;10;0;;0;0;0;0;0;;;;No
29-E07/178;;330;0;528;578;4;1;Roma;ESPEJO ·ROMA· 178x80;Espejo realizado con lunas biseladas. Trasera en DM acabado en color negro. Luna interior biselada. Preparado para colgar en posición horizontal o vertical.;;·ROMA· MIRROR, 178x80;Mirror made with beveled mirror plates. Back of MDF finished in black colour. Ready to hang in vertical or horizontal position. Central mirror plate beveled.;MIROIR ·ROMA· 178x80;Miroir fait avec des glaces biseautées. Dos en MDF finition couleur noire. Préparé pour être suspendu en position horizontale ou verticale. Miroir intérieur biseauté.;SPECCHIO ·ROMA· 178x80;Specchio a superfici bisellate.  Parte posteriore in fibra color nero. Collocabile in posizione orizzontale o verticale. Superficie centrale bisellata.;ESPELHO ·ROMA· 178x80;Espelho realizado com luas biseladas. Traseira em DM acabamento em cor preta. Lua interior biselada. Preparado para pendurar em posição horizontal ou vertical.;29-E07178.jpg;;48;29/02/2020;8,44E+12;80;178;5;0;0;0;147;0;34;0,384;101;200;19;52;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata, lacado negro;0;0;0;0;0;0;0;0;0;;154;57;13;0;;0;0;0;0;0;;;;No
29-E07/90;;138;0;221;242;4;1;Roma;ESPEJO ·ROMA· 95x75;Espejo realizado con lunas biseladas. Trasera en DM acabado en color negro. Luna interior biselada. Preparado para colgar en posición horizontal o vertical.;;·ROMA· MIRROR, 95x75;Mirror made with beveled mirror plates. Back of MDF finished in black colour. black finish. Ready to hang in horizontal or vertical position. Central mirror plate beveled.;MIROIR ·ROMA· 95x75;Miroir fait avec des glaces biseautées. Dos en MDF finition couleur noire. Préparé pour être suspendu en position horizontale ou verticale. Miroir intérieur biseauté.;SPECCHIO ·ROMA· 95x75;Specchio a superfici bisellate. Parte posteriore in fibra color nero. Collocabile in posizione orizzontale o verticale. Superficie centrale bisellata.;ESPELHO ·ROMA· 95x75;Espelho realizado com luas biseladas. Traseira em DM acabamento em cor preta. Lua interior biselada. Preparado para pendurar em posição horizontal ou vertical.;29-E0790.jpg;;56;29/02/2020;8,44E+12;75;95;4;0;0;0;70;0;15,5;0,109;86;106;12;18;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata, lacado negro;0;0;0;0;0;0;0;0;0;;55;75;10;0;;0;0;0;0;0;;;;No
29-E13;;252;0;403;441;4;1;Zeus;ESPEJO ·ZEUS· G 100;Espejo redondo con marco de lunas biseladas. Trasera en DM acabado en color negro. Luna interior biselada.;;·ZEUS· MIRROR, 100;Round mirror with frame of bevelled mirror plates. Back of MDF finished in black colour. Central mirror plate bevelled.;MIROIR ·ZEUS· G 100;Miroir rond avec cadre de glaces biseautées. Dos en MDF finition couleur noire. Miroir intérieur biseauté.;SPECCHIO ·ZEUS· GRANDE 100;Specchio rotondo con cornice a superfici bisellate. Parte posteriore in fibra color nero. Superficie centrale bisellata.;ESPELHO ·ZEUS· G 100;Espelho redondo com moldura de luas biseladas. Traseira em DM acabamento em cor preta. Lua interior biselada.;29-E13.jpg;;58;06/03/2020;8,44E+12;0;0;2;100;0;0;114;0;16,6;0,121;110;110;10;19;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata, lacado negro;0;0;0;0;0;0;0;0;0;;65;65;18;0;;0;0;0;0;0;;;;No
29-E16;;333;0;533;583;4;1;Cleopatra;ESPEJO ·CLEOPATRA· 120x78;Espejo con marco de lunas biseladas y talladas. Soporte en DM, acabado en negro. Preparado para colgar en posición horizontal o vertical. Luna central biselada.;;·CLEOPATRA· MIRROR, 120x78;Mirror with frame of bevelled and carved mirror plates.  MDF support, black finish. Ready to hang in vertical or horizontal position. Central mirror plate bevelled.;MIROIR ·CLEOPATRA· 120x78;Miroir avec cadre de glaces biseautées et taillées. Support en agglo, finition en noir. Préparé pour être suspendu en position horizontale ou verticale. Miroir intérieur biseauté.;SPECCHIO ·CLEOPATRA· 120x78;Specchio con cornice a superfici bisellate incise. Supporto nero in fibra. Collocabile in posizione orizzontale o verticale. Superficie centrale bisellata.;ESPELHO ·CLEOPATRA· 120x78;Espelho com moldura de luas biseladas e talhadas. Suporte em DM, acabamento em preto. Lua interior biselada. Preparado para pendurar em posição horizontal ou vertical.;29-E16.jpg;;4;06/03/2020;8,44E+12;80;122;2;0;0;0;154;0;18;0,119;137;87;10;21;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo tallado, lacado negro;0;0;0;0;0;0;0;0;0;;33;77;23;0;;0;0;0;0;0;;;;No
29-E23;;99;0;158;173;4;1;Midas;ESPEJO ·MIDAS· 40x70;Espejo con marco de lunas talladas y biseladas. Soporte en DM, acabado en negro. Luna interior biselada.;;·MIDAS· MIRROR, 40x70;Mirror with frame made of carved and bevelled mirror plates. MDF support, black finish. Central mirror plate bevelled.;MIROIR ·MIDAS· 40x70;Miroir avec cadre de glaces décorées et taillées. Support en MDF, finition en noir. Miroir intérieur biseauté.;SPECCHIO ·MIDA· 40x70;Specchio con cornice a superfici incise bisellate. Supporto nero in fibra. Superficie centrale bisellata.;ESPELHO ·MIDAS· 40x70;Espelho com moldura de luas talhadas e biseladas. Suporte em DM, acabamento em preto. Lua interior biselada.;29-E23.jpg;;50;20/06/2020;8,44E+12;40;70;2;0;0;0;56;0;3,6;0,036;50;80;9;5;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo tallado, lacado negro;0;0;0;0;0;0;0;0;0;;29;37;9;0;;0;0;0;0;0;;;;No
29-E35;;219;0;350;383;4;1;Alberta;ESPEJO ·ALBERTA· Ø80;Espejo realizado combinando lunas y cristales negros biselados. Soporte de DM, acabado en negro. Luna interior biselada.;;·ALBERTA· MIRROR Ø80;Mirror made coordinating mirror plates and bevelled black glasses. MDF support, black finish. Central mirror plate bevelled.;MIROIR ·ALBERTA· Ø80;Miroir combinant des glaces et des verres noirs biseautés. MDF, finition en noir. Miroir intérieur biseauté.;SPECCHIO ·ALBERTA· Ø80;Specchio con cornice di superfici e vetri neri bisellati alterni. Supporto nero in  fibra. Superficie centrale bisellata.;ESPELHO ·ALBERTA· Ø80;Espelho realizado combinando luas e vidros pretos biselados. Suporte em DM, acabamento em preto. Lua interior biselada.;29-E35.jpg;;19;06/03/2020;8,44E+12;80;80;2;80;0;0;105;0;10;0,073;90;90;9;12;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata y cristal negro;0;0;0;0;0;0;0;0;0;;50;50;15;0;;0;0;0;0;0;;;;No
29-E47;;591;0;946;1.034;4;1;Sorrento;ESPEJO  ·SORRENTO· 210x97;Espejo con marco de lunas biseladas. Soporte en DM acabado en negro. Luna interior biselada. Preparado para colgar en posición horizontal y vertical.;;·SORRENTO· MIRROR, 210x97;Mirror with frame of bevelled mirror plates. MDF black support. Central mirror plate bevelled. Ready to hang in horizontal or vertical position.;MIROIR  ·SORRENTO· 210x97;Miroir avec cadre de glaces biseautées. Support en MDF  finition en noir. Miroir intérieur biseauté. Préparé pour être suspendu en position horizontale ou verticale.;SPECCHIO ·SORRENTO· 210x97;Specchio con cornice a superfici bisellate. Supporto nero in fibra. Superficie centrale bisellata. Collocabile in posizione orizzontale e verticale.;ESPELHO ·SORRENTO· 210x97;Espelho com moldura de luas biseladas. Suporte em DM, acabamento em preto. Lua interior biselada. Preparado para pendurar em posição horizontal e vertical.;29-E47.jpg;29-E47.pdf;3;;8,44E+12;97;210;4;0;0;0;0;0;34,6;0,481;122;232;17;55;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0;0;0;0;0;0;;0;;;;;0;0;0;0;0;;0;;;;0;0;0;0;0;Cristal, DM;Espejo plata, lacado negro;0;0;0;0;0;0;0;0;0;;58;153;29;0;;0;0;0;0;0;;;;No
