"idoxatis";"sku";"nombre";"stock";"pvpventa";"pvprecomendado";"ean"
30550229;377934;Lámpara espiral Lipse Schuller - 9L. LED.;50;317;;
30550304;377101;Lámpara colgante Lipse Schuller - acabado cromo 1L. LED.;13;48;;
30550401;773421;Lámpara colgante Elie Schuller - acabado cromo 4L. LED.;6;254;;
30551319;773572;Lámpara colgante Elie Schuller - acabado cromo 5L. LED.;24;312;;
30551360;394460;Lámpara colgante Taccia Schuller - acabado cromo 4L. LED.;9;221;;
30556690;394318;Lámpara colgante Taccia Schuller - acabado cromo 1L. LED.;16;82;;
30556744;394529;Lámpara colgante Taccia Schuller -  6 colgantes. LED.;33;331;;
30556797;394647;Lámpara colgante Taccia Schuller - 38cm Ø. 6L. LED.;10;298;;
30561181;345381;Lámpara colgante Izar Schuller - negro cromo 4L. LED.;14;235;;
30561274;584214;Lámpara colgante Nebula Schuller - 4 luces LED. Cromo;11;254;;
30561288;584102;Lámpara colgante Nebula Schuller - 1 luz LED. Cromo;59;86;;
30569922;281483;Plafon Laris Schuller - acabado cromo  43cm. Ø. luz LED;109;259;;
30570084;281096;Aplique pared Laris Schuller - acabado cromo  luz LED;53;134;;
30570173;584659;Aplique pared Nebula Schuller - 1 luz LED. Cromo;4;82;;
30570330;493826;Lámpara sobremesa Nebula Schuller - 1 luz LED. Cromo;83;91;;
30570342;345509D;Lámpara colgante Altais Schuller - negro cromo 9L. LED. Con Mando;8;418;;
30570343;345509;Lámpara colgante Altais Schuller - negro cromo 9L. LED.;8;365;;
30570354;346810;Lámpara regleta Adame Schuller - negro y oro 3L. LED;17;158;;8435435326487
30570360;346028;Lámpara colgante Adame Schuller - Blanco y plata 1L. LED;117;48;;8435435321833
30570375;346766;Lámpara colgante Adame Schuller - Blanco y plata 3L. LED;25;158;;8435435321932
30570392;584438D;Lámpara colgante Nebula Schuller - 5 luces LED. Cromo;2;365;;
30570393;584438;Lámpara colgante Nebula Schuller - 5 luces LED. Cromo;24;298;;
30570412;346011;Lámpara colgante Adame Schuller - Negro y oro 1L. LED;35;48;;8435435321826
30570422;584541D;Lámpara colgante Nebula Schuller - 12 luces LED. Cromo;3;830;;
30570423;584541;Lámpara colgante Nebula Schuller - 12 luces LED. Cromo;26;749;;
30570434;346109;Lámpara de pie Adame Schuller - Negro y oro 1L. LED;0;96;;8435435321840
30570438;346115;Lámpara de pie Adame Schuller - Blanco y plata 1L. LED;17;96;;8435435321857
30570444;346246;Lámpara de pie Adame Schuller - Blanco y plata 3L. LED;34;221;;8435435321871
30570449;346230;Lámpara de pie Adame Schuller - Negro y oro 3L. LED;98;221;;8435435321864
30570451;346357;Sobremesa Flexo Adame Schuller - Negro y oro 1L. LED;26;96;;8435435321888
30571252;346382;Sobremesa Flexo Adame Schuller - Blanco y oro 1L. LED;83;96;;8435435321895
30571271;346573;Aplique pared Adame Schuller - Negro y oro 1L. LED;92;48;;8435435321901
30571280;346596;Aplique pared Adame Schuller - blanco y plata 1L. LED;53;48;;8435435321918
30571281;281275D;Colgante Laris Schuller - acabado cromo  62cm. Ø. luz LED;84;418;;
30571282;281275;Colgante Laris Schuller - acabado cromo  62cm. Ø. luz LED;82;370;;
30571295;281360D;Colgante Laris Schuller - acabado cromo  82cm. Ø. luz LED;79;773;;
30571296;281360;Colgante Laris Schuller - acabado cromo  82cm. Ø. luz LED;78;725;;
30571349;753321;Lámpara Limus Schuller - acero inoxidable pulido luz LED;7;917;;
30571371;346724;Lámpara colgante Adame Schuller - Negro y oro 3L. LED;0;158;;8435435321925
30571374;753319;Lámpara colgante Limus Schuller - baño dorado  luz LED;49;1008;;
30571397;495872;Lámpara Cuadros Schuller - acabado cromo brillo luz LED;2;346;;8435435326036
30571401;495703;Lámpara Cuadros Schuller - acabado cromo brillo luz LED;44;230;;8435435326029
30572300;785194;Lámpara Plafon Quasar Schuller - Con mando 45cm Ø LED;48;139;;8435435327774
30572307;785263;Lámpara Plafon Quasar Schuller - Con mando 80cm Ø LED;46;230;;8435435327781
30572308;673699;Lámpara Plafon Quasar Schuller - Con mando 80cm Ø LED;45;139;;8435435327569
30586523;853804;Cuadro Geisha Schuller - Cuadro fotografía impresa Geisha;6;202;;
30586638;880138;Cuadro Colores Schuller - Cuadro fotografía impresa Colores;0;158;;
30586650;921688;Cuadro Simbiosis Schuller - Cuadro fotografía impresa;0;158;;
30586663;861298;Cuadro Quebrada Schuller - Cuadro fotografía impresa;5;158;;
30586667;899925;Cuadro Comic Schuller - Cuadro fotografía impresa Comic;25;158;;
30586674;826198;Cuadro Marea Baja Schuller - Cuadro fotografía impresa;11;158;;
30586691;775922;Cuadro The Empire State Schuller - Cuadro fotografía impresa;30;158;;
30593947;729040;Cuadro Rascacielos Schuller - Cuadro fotografía impresa;50;158;;
30593984;819374;Cuadro Gotica Schuller - Cuadro fotografía impresa Gotica;28;158;;
30594018;978153;Cuadro Oronegro Schuller - Cuadro fotografía impresa;142;139;;
30594062;748472;Cuadro Mujer Dorada Schuller - Cuadro fotografía impresa;68;235;;
30594075;978245;Cuadro Ébano Schuller - Cuadro fotografía impresa Ebano;84;158;;
30594124;770916;Cuadro Streets Schuller - Cuadro pintura acrilica Schuller;34;197;;
30594140;316704;Cuadro Vesta Schuller - Lienzo impreso Vesta de  Schuller;35;235;;
30594150;316918;Cuadro Talía Schuller - Lienzo impreso Talía de  Schuller;9;235;;
30594160;421862;Cuadro Himba Schuller - Lienzo impreso Himba de  Schuller;7;0;;
